ID,Material,Film_Thickness_nm,Deposition_Method,Substrate,Refractive_Index,Bandgap_eV,Surface_Roughness_nm,Electrical_Conductivity_S_cm,Optical_Transmittance_%,Application,Source
1881_A1204,ZnO,37.9,Thermal Evaporation,Quartz,2.52,1.2,4.69,86.448917,86.79,Optoelectronics,S6
2381_A1205,MoS2,33.1,Thermal Evaporation,Glass,2.84,3.62,0.53,28.311986,76.08,Optoelectronics,S4
1407_A1206,SnO2,129.6,ALD,Silicon Wafer,2.31,1.45,2.87,0.606014,88.7,Optoelectronics,S21
2495_A1207,ZnO,66.9,Thermal Evaporation,PET,1.81,1.43,0.87,55.325137,85.41,Solar Cells,S3
971_A1208,SnO2,81.2,Sputtering,Glass,2.98,2.77,2.08,86.123701,78.81,Optoelectronics,S19
14_A1209,ITO,97.9,Thermal Evaporation,Quartz,1.83,1.17,3.31,26.77924,88.47,Solar Cells,S17
874_A1210,SnO2,76.7,Thermal Evaporation,Silicon Wafer,1.53,3.46,4.48,75.103243,82.5,Optoelectronics,S6
809_A1211,MoS2,113.4,CVD,Silicon Wafer,2.66,2.48,4.07,42.23687,89.81,Sensors,S8
2579_A1212,ZnO,134.6,ALD,Silicon Wafer,1.51,1.12,2.96,77.116265,78.56,Transparent Conductors,S1
515_A1213,ITO,111.1,CVD,Glass,2.29,2.37,4.49,73.2824,82.44,Transparent Conductors,S12
2414_A1214,SnO2,57.5,Spin Coating,Quartz,1.8,2.87,4.21,44.012368,72.11,Optoelectronics,S17
410_A1215,SiO2,100.9,ALD,Quartz,2.99,2.3,4.11,106.94527,81.04,Optoelectronics,S13
2834_A1216,SnO2,44.8,Spin Coating,Quartz,2.79,3.54,3.24,51.124122,82.58,Optoelectronics,S17
2260_A1217,Al2O3,65.4,Spin Coating,PET,1.52,3.5,5.09,77.524737,86.6,Transparent Conductors,S10
2824_A1218,MoS2,116.5,Spin Coating,Glass,1.96,2.95,2.69,30.920959,93.87,Transparent Conductors,S4
1226_A1219,Al2O3,104.6,Sputtering,PET,2.23,3.58,1.4,58.428383,81.65,Optoelectronics,S4
1656_A1220,ITO,145.9,CVD,Quartz,2.24,3.5,4.3,9.642574,86.88,Transparent Conductors,S18
1611_A1221,Al2O3,64.4,Spin Coating,Silicon Wafer,1.52,1.77,4.12,19.928346,75.53,Sensors,S7
383_A1222,Graphene,89.8,ALD,Quartz,1.99,2.12,3.23,9.236386,80.59,Transparent Conductors,S22
2107_A1223,SiO2,71.0,Thermal Evaporation,Quartz,1.91,1.4,2.57,17.887653,72.5,Solar Cells,S10
2188_A1224,Graphene,66.9,Sputtering,Quartz,2.4,2.51,1.22,82.333162,71.01,Optoelectronics,S3
1622_A1225,ZnO,58.1,Spin Coating,Silicon Wafer,1.53,3.49,3.97,49.987059,83.1,Sensors,S3
2832_A1226,MoS2,99.8,Spin Coating,PET,2.53,1.21,4.79,66.672989,91.27,Transparent Conductors,S23
553_A1227,MoS2,87.2,Sputtering,Silicon Wafer,2.75,2.1,2.73,76.078786,77.84,Transparent Conductors,S12
223_A1228,SnO2,120.9,Sputtering,Glass,1.71,1.89,2.59,80.860452,72.85,Transparent Conductors,S21
1097_A1229,ZnO,83.9,Thermal Evaporation,Glass,2.48,3.82,4.38,102.206837,80.66,Solar Cells,S21
2755_A1230,MoS2,123.4,Spin Coating,Silicon Wafer,2.02,3.97,1.61,1.040835,89.34,Solar Cells,S11
9_A1231,Graphene,100.4,CVD,Silicon Wafer,2.35,1.32,1.37,36.559153,78.46,Sensors,S10
1477_A1232,ZnO,130.5,Sputtering,PET,1.81,3.73,3.43,105.826852,86.84,Sensors,S3
317_A1233,TiO2,124.3,Spin Coating,Quartz,2.7,3.08,4.04,9.144071,74.41,Transparent Conductors,S2
428_A1234,SnO2,77.4,Thermal Evaporation,Glass,2.75,2.57,2.41,32.189441,80.55,Solar Cells,S10
1986_A1235,SnO2,88.0,Spin Coating,Quartz,2.22,3.32,2.25,94.705088,70.96,Optoelectronics,S4
106_A1236,Graphene,120.9,Spin Coating,Glass,2.06,1.14,3.69,62.876267,93.42,Sensors,S11
2016_A1237,Graphene,72.0,Spin Coating,Quartz,2.11,3.59,2.71,20.876345,78.89,Optoelectronics,S9
143_A1238,Graphene,90.6,Spin Coating,Silicon Wafer,1.63,1.65,4.59,10.794038,85.02,Sensors,S7
122_A1239,SnO2,77.0,Sputtering,Glass,2.31,3.01,4.41,60.868262,88.97,Optoelectronics,S21
2372_A1240,Graphene,76.4,CVD,Glass,1.56,3.84,2.28,64.546113,84.55,Optoelectronics,S5
2866_A1241,SiO2,91.5,Thermal Evaporation,Glass,2.32,2.47,3.97,29.913191,85.3,Sensors,S18
1190_A1242,Al2O3,126.1,Sputtering,Quartz,2.14,1.61,2.73,48.478157,83.72,Solar Cells,S5
2962_A1243,ITO,109.2,Sputtering,PET,1.85,1.77,1.45,96.226769,81.52,Optoelectronics,S14
2601_A1244,Al2O3,112.5,ALD,PET,1.56,2.99,2.63,43.087702,88.48,Transparent Conductors,S16
1658_A1245,Graphene,119.6,ALD,PET,2.5,3.02,2.21,68.015043,76.79,Sensors,S13
116_A1246,MoS2,82.0,Thermal Evaporation,Glass,1.5,3.26,2.36,23.417644,70.44,Sensors,S3
1406_A1247,MoS2,93.4,CVD,Silicon Wafer,2.52,0.91,1.39,34.920438,76.04,Solar Cells,S9
1512_A1248,Graphene,41.6,ALD,Quartz,2.27,3.44,4.47,79.313917,82.57,Transparent Conductors,S24
2493_A1249,Al2O3,127.4,Thermal Evaporation,Quartz,2.53,1.22,4.08,59.733602,84.93,Solar Cells,S23
2798_A1250,Graphene,76.0,Sputtering,PET,2.89,1.95,2.26,3.698385,94.31,Sensors,S13
2949_A1251,SnO2,95.0,ALD,PET,1.63,3.14,4.05,84.345562,90.59,Solar Cells,S8
1597_A1252,TiO2,59.0,CVD,PET,2.73,1.03,1.11,97.023927,78.76,Solar Cells,S14
2890_A1253,MoS2,106.4,ALD,Glass,2.83,2.89,0.57,58.527864,92.37,Optoelectronics,S9
673_A1254,TiO2,103.3,ALD,Glass,1.84,2.85,1.69,12.269266,94.4,Solar Cells,S1
1432_A1255,MoS2,68.5,Thermal Evaporation,PET,1.51,2.37,4.13,59.368708,75.21,Solar Cells,S15
2173_A1256,ZnO,22.7,Spin Coating,Silicon Wafer,1.65,3.43,4.39,44.408653,92.42,Transparent Conductors,S25
592_A1257,ITO,142.0,Spin Coating,Silicon Wafer,1.89,3.76,1.54,100.528762,75.2,Solar Cells,S7
1403_A1258,ITO,102.8,Spin Coating,Quartz,2.02,1.88,2.55,52.597511,79.75,Sensors,S18
889_A1259,Al2O3,84.8,ALD,Silicon Wafer,2.46,2.46,3.23,95.918656,82.98,Transparent Conductors,S12
1755_A1260,ITO,137.8,Thermal Evaporation,Glass,1.75,1.52,1.47,54.800538,90.4,Solar Cells,S6
1367_A1261,SiO2,105.4,Spin Coating,Quartz,1.67,2.75,1.84,92.883437,71.0,Sensors,S8
2397_A1262,ITO,65.1,CVD,PET,2.39,3.04,4.24,31.702052,78.9,Sensors,S16
214_A1263,MoS2,143.4,ALD,Quartz,2.93,2.33,4.41,3.839622,93.04,Sensors,S5
2008_A1264,SnO2,34.5,ALD,PET,2.47,3.68,4.24,92.027914,87.76,Sensors,S21
2149_A1265,Graphene,96.7,CVD,Silicon Wafer,1.84,3.26,1.91,40.428876,70.31,Optoelectronics,S9
801_A1266,Al2O3,62.4,ALD,Silicon Wafer,1.51,3.94,4.95,16.581384,81.45,Solar Cells,S13
2481_A1267,ZnO,124.2,Thermal Evaporation,Quartz,2.89,1.85,1.23,32.499026,95.37,Optoelectronics,S22
2440_A1268,SiO2,141.9,Thermal Evaporation,Glass,2.2,1.25,1.09,77.217909,83.44,Optoelectronics,S17
2284_A1269,Al2O3,54.2,Spin Coating,PET,2.77,2.1,2.6,38.388455,73.63,Solar Cells,S15
2663_A1270,SnO2,117.2,CVD,Silicon Wafer,1.57,3.95,2.01,34.813101,69.56,Solar Cells,S3
2712_A1271,TiO2,105.4,CVD,Silicon Wafer,1.65,3.72,2.83,91.303016,78.21,Optoelectronics,S5
274_A1272,MoS2,147.5,Thermal Evaporation,Glass,2.92,1.27,2.96,58.320592,90.31,Transparent Conductors,S16
72_A1273,TiO2,96.3,Spin Coating,Silicon Wafer,1.71,2.32,4.33,54.532723,77.83,Optoelectronics,S2
1790_A1274,ITO,114.5,ALD,Glass,1.55,2.42,3.93,75.489868,86.75,Transparent Conductors,S15
1088_A1275,ZnO,119.7,CVD,Silicon Wafer,2.24,2.4,4.04,76.362139,93.81,Optoelectronics,S13
395_A1276,Al2O3,99.1,Thermal Evaporation,Glass,2.5,3.47,4.57,27.145659,93.66,Transparent Conductors,S6
584_A1277,SnO2,85.1,ALD,Quartz,1.89,1.34,1.58,63.777905,91.83,Solar Cells,S13
2081_A1278,ZnO,52.1,Thermal Evaporation,Quartz,2.19,3.88,1.16,16.271466,87.68,Optoelectronics,S10
1981_A1279,SiO2,120.7,Sputtering,PET,2.68,2.01,1.72,34.154185,72.51,Sensors,S14
501_A1280,TiO2,104.3,ALD,PET,2.71,2.51,4.46,79.125122,90.94,Sensors,S11
2015_A1281,ITO,75.8,CVD,Quartz,3.01,2.9,0.93,3.743167,93.3,Transparent Conductors,S24
2224_A1282,Graphene,75.0,CVD,Quartz,2.71,1.53,1.33,52.29393,75.18,Transparent Conductors,S7
2980_A1283,ITO,105.7,Thermal Evaporation,Quartz,1.82,1.51,1.26,58.980716,83.67,Sensors,S4
2741_A1284,Al2O3,90.9,ALD,Glass,1.99,2.49,0.84,30.510023,74.33,Transparent Conductors,S15
2319_A1285,Al2O3,114.3,Thermal Evaporation,Glass,2.1,1.97,1.95,38.419492,75.2,Sensors,S22
1260_A1286,SiO2,125.0,Thermal Evaporation,Glass,2.78,3.19,4.16,45.264399,86.27,Solar Cells,S6
1743_A1287,MoS2,129.4,ALD,Silicon Wafer,2.52,3.67,3.07,94.816817,74.15,Solar Cells,S15
206_A1288,ZnO,89.8,CVD,Quartz,2.41,2.89,5.07,48.123262,68.97,Transparent Conductors,S15
734_A1289,Graphene,58.9,CVD,Silicon Wafer,1.54,3.1,1.83,41.781939,75.1,Sensors,S5
2503_A1290,ITO,149.1,ALD,Quartz,1.72,3.03,1.6,56.882686,92.95,Sensors,S17
527_A1291,Graphene,119.1,Spin Coating,Glass,2.56,3.32,1.8,2.448682,75.52,Solar Cells,S23
1376_A1292,ZnO,144.6,ALD,PET,2.03,2.77,0.68,83.685114,68.24,Solar Cells,S6
899_A1293,MoS2,113.9,CVD,PET,2.15,1.35,0.76,94.997093,95.44,Solar Cells,S21
378_A1294,ITO,53.0,Sputtering,Silicon Wafer,2.7,1.66,4.03,24.798168,87.09,Transparent Conductors,S14
1727_A1295,TiO2,112.2,Sputtering,Glass,1.5,3.94,3.54,80.452653,93.94,Transparent Conductors,S5
2683_A1296,MoS2,120.1,Spin Coating,Glass,2.18,3.49,1.75,98.5126,95.49,Transparent Conductors,S18
2723_A1297,Al2O3,51.0,Sputtering,PET,3.03,2.1,4.9,59.920703,78.22,Optoelectronics,S14
387_A1298,SiO2,117.6,Spin Coating,PET,1.86,2.18,2.92,91.152891,82.54,Transparent Conductors,S10
199_A1299,ITO,76.0,Thermal Evaporation,Glass,1.76,1.48,2.19,46.364554,93.16,Transparent Conductors,S14
1051_A1300,TiO2,98.4,CVD,PET,1.92,3.13,1.49,59.023994,81.17,Optoelectronics,S10
591_A1301,MoS2,30.3,CVD,Silicon Wafer,2.09,1.01,2.45,49.488329,80.61,Sensors,S25
520_A1302,ITO,101.7,ALD,Silicon Wafer,2.2,3.09,1.32,92.773874,72.49,Solar Cells,S17
2951_A1303,MoS2,89.6,ALD,Silicon Wafer,1.61,3.61,4.6,33.910703,86.57,Sensors,S6
430_A1304,Graphene,105.4,Sputtering,PET,1.81,1.16,2.48,0.391993,96.48,Sensors,S19
1084_A1305,SiO2,119.4,Sputtering,Silicon Wafer,1.75,3.72,3.55,24.318532,86.59,Optoelectronics,S13
208_A1306,Al2O3,90.8,Spin Coating,Glass,2.0,1.29,4.36,70.493643,88.23,Solar Cells,S25
492_A1307,SiO2,60.5,Spin Coating,Glass,2.64,3.23,1.29,1.670783,85.74,Solar Cells,S11
1610_A1308,MoS2,52.6,Sputtering,Glass,1.68,1.57,3.91,41.066849,88.84,Solar Cells,S22
2913_A1309,TiO2,130.8,Spin Coating,Glass,2.48,3.65,5.0,58.621235,80.38,Sensors,S1
793_A1310,Al2O3,137.9,Spin Coating,Silicon Wafer,2.76,2.33,4.41,84.146245,83.3,Solar Cells,S19
2020_A1311,TiO2,130.1,Sputtering,PET,2.84,1.34,2.33,27.340038,93.61,Sensors,S9
1187_A1312,ITO,70.5,ALD,PET,2.35,2.25,4.92,18.152649,87.52,Solar Cells,S9
1186_A1313,MoS2,122.0,CVD,Glass,2.38,3.87,3.63,53.091067,90.0,Transparent Conductors,S5
2182_A1314,ZnO,114.2,ALD,PET,1.74,1.36,0.72,6.089686,78.53,Solar Cells,S10
1341_A1315,SiO2,115.7,ALD,Quartz,2.28,1.66,0.93,2.676629,73.3,Transparent Conductors,S7
2233_A1316,SnO2,96.9,ALD,PET,2.97,1.04,1.89,36.058587,84.32,Optoelectronics,S13
84_A1317,Graphene,92.9,CVD,PET,2.46,2.58,3.65,76.838363,77.93,Sensors,S3
2370_A1318,SiO2,108.2,Thermal Evaporation,Quartz,1.54,1.09,2.33,21.991897,86.26,Transparent Conductors,S3
2227_A1319,ZnO,86.1,Thermal Evaporation,Quartz,1.97,1.63,2.0,103.84338,92.27,Optoelectronics,S10
21_A1320,SnO2,116.5,CVD,PET,1.94,3.42,3.7,71.358851,81.93,Solar Cells,S18
1379_A1321,Graphene,94.3,Sputtering,Quartz,1.99,1.31,1.25,100.257125,75.8,Transparent Conductors,S10
1559_A1322,Al2O3,138.6,Spin Coating,Glass,1.73,2.67,0.71,43.034036,71.29,Transparent Conductors,S21
1939_A1323,SiO2,131.7,Spin Coating,Quartz,1.82,2.39,0.81,77.812339,82.69,Transparent Conductors,S18
2838_A1324,Al2O3,107.2,CVD,Glass,1.52,2.31,2.43,54.125895,72.64,Sensors,S6
1938_A1325,SnO2,131.0,Thermal Evaporation,Glass,2.89,2.69,4.47,2.905947,69.73,Sensors,S10
974_A1326,SnO2,94.0,CVD,PET,2.61,2.49,1.4,2.416129,87.81,Optoelectronics,S17
2790_A1327,SnO2,109.9,Thermal Evaporation,Glass,1.96,3.95,4.3,36.896715,85.39,Solar Cells,S16
884_A1328,SnO2,108.9,Spin Coating,PET,1.82,2.42,3.37,52.427939,77.87,Optoelectronics,S19
1099_A1329,MoS2,94.6,Sputtering,Silicon Wafer,2.61,1.79,4.88,60.935286,88.65,Optoelectronics,S15
157_A1330,Al2O3,90.8,Sputtering,Quartz,2.78,2.52,1.75,88.188747,89.3,Solar Cells,S5
2277_A1331,SnO2,96.7,Spin Coating,Silicon Wafer,1.91,2.51,1.75,64.096773,75.07,Sensors,S25
887_A1332,MoS2,92.6,Spin Coating,PET,2.26,2.05,0.52,59.720559,75.7,Solar Cells,S13
2999_A1333,MoS2,131.9,Thermal Evaporation,Glass,1.79,1.98,1.15,86.637034,86.53,Solar Cells,S15
1592_A1334,SnO2,47.9,Sputtering,PET,2.26,3.85,3.92,46.571209,84.65,Solar Cells,S6
2479_A1335,MoS2,126.8,Thermal Evaporation,Glass,1.59,1.78,3.98,12.188275,96.01,Sensors,S19
2718_A1336,SnO2,65.6,CVD,PET,2.29,3.8,4.41,78.796595,81.67,Solar Cells,S23
2535_A1337,Al2O3,67.9,ALD,Silicon Wafer,2.63,3.67,3.29,33.415141,74.42,Transparent Conductors,S11
2118_A1338,ZnO,143.9,Thermal Evaporation,PET,1.86,3.5,4.7,108.129692,89.85,Sensors,S8
1473_A1339,Al2O3,111.7,CVD,Quartz,1.66,0.96,1.96,25.640003,90.1,Sensors,S13
2649_A1340,SnO2,23.4,Sputtering,Silicon Wafer,1.77,2.39,3.6,56.126712,70.15,Optoelectronics,S17
459_A1341,TiO2,108.3,ALD,Glass,2.37,2.72,1.37,20.948241,76.61,Transparent Conductors,S25
2499_A1342,SnO2,106.2,Sputtering,Quartz,2.88,1.36,2.14,45.571037,86.59,Transparent Conductors,S17
79_A1343,TiO2,130.7,Thermal Evaporation,Quartz,2.88,1.33,2.72,97.225669,95.36,Transparent Conductors,S12
2915_A1344,MoS2,86.0,CVD,Glass,1.9,2.79,0.75,93.18574,77.24,Solar Cells,S12
1057_A1345,SnO2,65.7,Sputtering,Glass,1.62,1.77,4.56,62.003638,88.97,Solar Cells,S9
907_A1346,SiO2,164.2,CVD,Silicon Wafer,1.48,3.78,4.09,14.789891,80.24,Sensors,S4
1564_A1347,Al2O3,111.0,Thermal Evaporation,PET,1.55,2.49,0.62,7.236243,96.0,Sensors,S13
2427_A1348,ZnO,100.4,CVD,PET,1.58,2.85,3.09,3.328522,72.56,Solar Cells,S24
2697_A1349,SiO2,92.8,CVD,Silicon Wafer,1.59,2.09,3.23,37.491534,74.81,Sensors,S18
381_A1350,ZnO,122.1,Thermal Evaporation,Glass,2.55,3.05,2.4,90.935565,77.35,Transparent Conductors,S3
948_A1351,ZnO,98.4,CVD,Glass,2.65,1.37,1.55,83.744923,91.97,Optoelectronics,S1
1713_A1352,ZnO,116.8,Thermal Evaporation,PET,2.45,1.18,2.51,100.978649,92.1,Sensors,S5
2757_A1353,ZnO,95.1,Thermal Evaporation,Quartz,2.3,0.95,1.55,71.940294,70.99,Solar Cells,S13
716_A1354,MoS2,86.4,Sputtering,Quartz,2.39,3.41,2.1,60.832724,79.41,Transparent Conductors,S13
1914_A1355,SnO2,129.6,Sputtering,PET,1.62,1.49,4.11,51.6446,76.88,Solar Cells,S3
687_A1356,Graphene,64.2,Sputtering,PET,2.18,2.96,2.53,51.563896,83.0,Transparent Conductors,S14
2671_A1357,ZnO,77.7,ALD,PET,2.32,3.69,3.24,57.65427,87.56,Transparent Conductors,S20
1294_A1358,ZnO,89.3,ALD,Silicon Wafer,1.87,3.42,2.99,92.233504,95.08,Solar Cells,S16
306_A1359,TiO2,102.1,Sputtering,Quartz,2.77,2.07,2.87,44.64906,84.37,Transparent Conductors,S7
210_A1360,Al2O3,94.5,Spin Coating,Quartz,1.9,2.72,3.81,76.506777,90.38,Transparent Conductors,S19
2012_A1361,ZnO,58.3,CVD,PET,2.05,2.53,0.71,70.879678,92.35,Solar Cells,S16
2222_A1362,ITO,114.5,ALD,PET,2.2,1.55,1.29,79.769473,79.25,Solar Cells,S16
2976_A1363,ITO,94.1,Thermal Evaporation,Silicon Wafer,1.79,1.47,3.16,18.794032,74.67,Sensors,S19
1538_A1364,ZnO,162.9,Sputtering,Silicon Wafer,2.92,1.67,2.9,57.082598,90.73,Sensors,S14
886_A1365,Al2O3,98.9,ALD,Quartz,2.71,3.5,4.63,20.542658,83.59,Sensors,S8
1860_A1366,Al2O3,76.2,Sputtering,Glass,2.97,1.36,1.14,98.08322,86.19,Optoelectronics,S18
918_A1367,MoS2,62.2,Thermal Evaporation,Silicon Wafer,2.42,3.05,2.42,19.490275,69.73,Sensors,S1
1887_A1368,Al2O3,109.4,CVD,PET,2.73,1.62,3.12,60.552358,69.92,Optoelectronics,S9
1661_A1369,ITO,81.2,Thermal Evaporation,Glass,1.73,1.21,4.05,18.684892,86.05,Sensors,S4
192_A1370,ITO,89.7,Thermal Evaporation,Silicon Wafer,2.75,2.49,4.51,19.206288,78.7,Transparent Conductors,S15
1748_A1371,ZnO,126.8,Sputtering,Silicon Wafer,1.83,2.35,0.89,36.362701,69.3,Sensors,S3
2132_A1372,SnO2,130.9,ALD,Silicon Wafer,1.71,3.73,1.59,97.028668,91.96,Sensors,S5
1266_A1373,TiO2,87.9,CVD,Glass,1.94,2.85,4.42,71.482352,93.44,Optoelectronics,S16
484_A1374,TiO2,170.3,Thermal Evaporation,Quartz,1.99,1.95,3.28,38.551642,81.49,Optoelectronics,S6
916_A1375,ZnO,112.9,ALD,Glass,1.59,2.69,2.75,62.206713,83.83,Optoelectronics,S20
2600_A1376,SnO2,121.7,CVD,Glass,2.59,3.68,3.12,22.187939,91.09,Solar Cells,S4
278_A1377,SnO2,91.6,Spin Coating,PET,2.72,3.3,1.57,46.801295,78.64,Transparent Conductors,S5
989_A1378,SnO2,115.3,Thermal Evaporation,PET,2.34,0.98,2.59,94.693334,92.62,Optoelectronics,S12
1988_A1379,MoS2,106.3,CVD,Glass,1.76,1.59,4.17,50.042692,76.87,Sensors,S7
1895_A1380,ITO,68.2,Thermal Evaporation,Quartz,2.75,3.9,1.07,82.157298,87.43,Solar Cells,S7
1870_A1381,ZnO,80.5,ALD,Glass,2.63,1.47,1.87,62.434674,86.57,Sensors,S10
572_A1382,TiO2,87.7,CVD,PET,2.27,3.39,4.3,12.728704,87.3,Solar Cells,S10
994_A1383,MoS2,77.4,Spin Coating,Quartz,1.6,3.45,1.14,42.813613,76.11,Transparent Conductors,S20
2796_A1384,Graphene,87.7,Thermal Evaporation,Silicon Wafer,2.48,2.15,3.81,95.812984,73.03,Solar Cells,S15
2947_A1385,Al2O3,113.1,Spin Coating,PET,2.23,2.79,2.94,1.731043,82.07,Sensors,S20
586_A1386,Al2O3,94.9,Sputtering,PET,1.76,2.14,2.52,49.531544,72.91,Optoelectronics,S19
2329_A1387,SiO2,88.7,Thermal Evaporation,Quartz,1.47,3.42,2.95,0.314328,76.11,Transparent Conductors,S13
2994_A1388,SiO2,100.6,Spin Coating,Silicon Wafer,2.52,2.03,2.63,90.573118,77.6,Sensors,S9
1350_A1389,TiO2,72.5,Sputtering,Silicon Wafer,1.88,1.42,3.66,28.203899,87.44,Sensors,S23
2901_A1390,ITO,94.6,Spin Coating,Silicon Wafer,1.65,1.82,4.75,51.473377,87.05,Optoelectronics,S20
675_A1391,MoS2,64.3,Sputtering,Quartz,2.08,2.2,1.58,72.662275,79.3,Solar Cells,S22
2591_A1392,SiO2,105.5,ALD,Silicon Wafer,2.55,1.36,0.78,79.985558,73.66,Sensors,S7
856_A1393,Graphene,62.2,ALD,Quartz,2.46,1.85,2.37,7.85421,88.97,Optoelectronics,S23
448_A1394,SiO2,117.9,CVD,Quartz,1.61,2.68,3.56,53.312822,74.12,Transparent Conductors,S25
1420_A1395,ITO,109.9,ALD,Glass,1.9,2.6,2.39,89.507084,93.78,Transparent Conductors,S22
2230_A1396,TiO2,128.8,CVD,Quartz,2.06,1.22,3.61,61.511054,83.49,Solar Cells,S22
1617_A1397,SnO2,114.8,Spin Coating,Quartz,1.66,3.79,4.05,15.486545,85.99,Sensors,S1
2259_A1398,SiO2,136.5,ALD,Silicon Wafer,2.71,2.82,3.58,42.509427,74.49,Sensors,S1
2822_A1399,SnO2,108.1,CVD,Silicon Wafer,2.51,1.83,0.74,44.429615,82.2,Transparent Conductors,S20
2754_A1400,SnO2,120.3,Thermal Evaporation,Quartz,2.23,3.46,2.58,27.663491,94.77,Solar Cells,S3
1717_A1401,SnO2,98.4,Thermal Evaporation,Quartz,1.8,1.46,4.39,18.131493,96.88,Optoelectronics,S22
2672_A1402,ITO,87.1,Spin Coating,Glass,2.38,3.14,1.11,90.066472,93.64,Solar Cells,S23
1248_A1403,SiO2,134.1,Thermal Evaporation,PET,2.69,3.97,2.76,0.00934,92.54,Solar Cells,S12
295_A1404,MoS2,130.7,Thermal Evaporation,PET,1.61,2.54,2.51,38.810307,86.2,Optoelectronics,S7
589_A1405,Al2O3,57.6,Sputtering,Quartz,2.12,1.0,3.68,11.039712,85.62,Solar Cells,S14
1282_A1406,ZnO,104.1,Spin Coating,PET,2.42,2.89,2.46,71.227447,74.98,Optoelectronics,S24
1423_A1407,ZnO,70.2,ALD,Glass,2.1,2.45,3.91,65.148315,88.02,Transparent Conductors,S2
2350_A1408,ITO,107.9,ALD,Quartz,2.93,1.77,4.77,68.963109,76.23,Sensors,S4
1427_A1409,SiO2,119.0,Spin Coating,Glass,2.68,2.33,3.07,64.183713,70.81,Solar Cells,S21
2253_A1410,ITO,70.4,Thermal Evaporation,Quartz,2.6,3.62,1.55,5.925009,87.73,Sensors,S20
426_A1411,MoS2,119.9,Spin Coating,Silicon Wafer,2.85,1.77,1.21,46.54392,90.94,Sensors,S14
535_A1412,Al2O3,63.3,Spin Coating,PET,2.13,1.91,3.47,11.165846,88.15,Optoelectronics,S10
1055_A1413,TiO2,82.9,Thermal Evaporation,Silicon Wafer,2.16,3.81,4.36,46.977065,86.31,Sensors,S19
1865_A1414,TiO2,100.6,CVD,Quartz,1.82,2.36,1.21,58.17894,78.17,Optoelectronics,S21
2505_A1415,Graphene,101.6,Sputtering,Quartz,1.92,1.53,3.49,2.857602,81.29,Transparent Conductors,S15
1426_A1416,ZnO,128.1,CVD,Glass,2.43,2.4,3.76,77.387383,75.95,Solar Cells,S8
133_A1417,Al2O3,98.8,Thermal Evaporation,Glass,2.8,2.67,4.7,67.442378,82.44,Optoelectronics,S17
1838_A1418,SnO2,89.7,CVD,Glass,1.68,1.12,4.32,74.860539,85.01,Sensors,S22
1826_A1419,TiO2,93.6,Spin Coating,Quartz,1.72,1.79,1.0,74.533404,73.72,Optoelectronics,S15
422_A1420,SnO2,167.5,CVD,PET,2.26,3.84,1.15,70.903148,74.44,Optoelectronics,S16
2659_A1421,MoS2,126.4,Spin Coating,Glass,1.88,2.79,2.24,12.010287,95.08,Solar Cells,S17
2029_A1422,Graphene,98.3,Thermal Evaporation,PET,1.89,2.33,3.69,21.962749,83.69,Optoelectronics,S12
2990_A1423,Al2O3,97.3,ALD,PET,2.27,2.99,0.94,19.173219,83.49,Transparent Conductors,S22
1369_A1424,TiO2,63.6,ALD,Glass,2.16,2.32,3.7,85.373774,88.34,Optoelectronics,S18
557_A1425,SnO2,104.9,Spin Coating,Quartz,1.83,1.59,5.13,56.133676,92.25,Transparent Conductors,S16
2044_A1426,TiO2,58.0,Sputtering,Quartz,2.85,2.99,3.3,73.620776,79.58,Optoelectronics,S4
1487_A1427,Al2O3,104.9,ALD,PET,2.78,1.9,4.13,69.073119,91.6,Sensors,S21
2680_A1428,SiO2,100.9,CVD,Quartz,2.25,3.46,1.29,26.920478,75.5,Solar Cells,S7
571_A1429,SiO2,86.6,CVD,Silicon Wafer,1.89,3.3,2.22,15.327674,93.47,Transparent Conductors,S24
353_A1430,SnO2,121.9,CVD,PET,2.19,3.35,0.88,76.810847,88.5,Transparent Conductors,S20
92_A1431,ZnO,143.3,ALD,Quartz,2.63,1.96,2.63,62.670135,76.1,Transparent Conductors,S10
2563_A1432,Graphene,78.7,Sputtering,PET,2.8,1.14,0.83,7.594079,84.72,Sensors,S22
2534_A1433,Al2O3,85.2,Thermal Evaporation,PET,2.87,2.58,3.45,13.903094,81.96,Optoelectronics,S16
1171_A1434,MoS2,113.5,ALD,Quartz,1.55,3.64,3.4,7.575843,84.31,Optoelectronics,S1
2249_A1435,SiO2,40.2,CVD,Quartz,1.92,1.46,2.14,41.110523,77.46,Optoelectronics,S6
1286_A1436,SnO2,91.0,Spin Coating,Quartz,2.69,3.67,4.62,3.147516,73.02,Transparent Conductors,S22
1703_A1437,SnO2,106.3,Sputtering,PET,2.01,3.74,3.26,55.95911,76.3,Solar Cells,S4
1469_A1438,MoS2,70.3,Sputtering,Glass,2.75,1.16,4.37,37.579433,86.51,Transparent Conductors,S6
1908_A1439,Al2O3,61.9,Sputtering,Silicon Wafer,2.8,2.17,2.8,33.368005,82.33,Sensors,S8
1478_A1440,SnO2,88.4,CVD,Quartz,2.94,1.73,3.14,55.99008,85.95,Transparent Conductors,S2
698_A1441,MoS2,58.0,Sputtering,PET,2.39,3.63,3.48,53.355475,87.02,Solar Cells,S15
