ID,Material,Film_Thickness_nm,Deposition_Method,Substrate,Refractive_Index,Bandgap_eV,Surface_Roughness_nm,Electrical_Conductivity_S_cm,Optical_Transmittance_%,Application,Source
1039,TiO2,82.8,ALD,PET,1.54,2.2,0.86,23.977505,77.57,Sensors,S13
1040,Al2O3,92.1,ALD,Quartz,2.0,3.75,1.81,48.488699,82.27,Transparent Conductors,S9
1041,Al2O3,93.4,Spin Coating,Silicon Wafer,2.23,2.87,2.87,44.085843,92.31,Solar Cells,S23
1042,SiO2,70.0,Thermal Evaporation,PET,2.05,2.58,2.58,77.122526,79.01,Transparent Conductors,S7
1043,ZnO,66.6,Spin Coating,PET,1.66,3.06,1.04,89.350987,93.42,Transparent Conductors,S22
1044,Graphene,138.6,Sputtering,Silicon Wafer,2.74,3.34,1.76,45.452729,77.29,Sensors,S13
1045,SiO2,82.8,Thermal Evaporation,Quartz,2.91,3.95,4.1,28.68773,86.15,Transparent Conductors,S14
1046,Graphene,71.2,ALD,PET,1.98,3.69,2.66,82.42079,83.68,Sensors,S23
1047,MoS2,90.3,CVD,PET,2.13,1.29,2.38,30.624898,91.26,Optoelectronics,S17
1048,TiO2,96.0,Sputtering,Quartz,1.9,2.8,4.72,0.207121,79.75,Solar Cells,S16
1049,ZnO,123.1,ALD,Quartz,2.09,2.31,3.35,17.691267,85.99,Solar Cells,S1
1050,ZnO,55.9,ALD,PET,1.63,1.95,0.77,95.050809,89.73,Sensors,S12
1051,TiO2,95.7,CVD,PET,1.88,3.12,1.39,55.801148,80.3,Optoelectronics,S10
1052,Al2O3,104.0,Spin Coating,Silicon Wafer,2.93,2.87,1.26,55.154544,92.25,Optoelectronics,S23
1053,ITO,109.0,Spin Coating,Glass,2.41,3.06,2.9,21.262718,92.5,Transparent Conductors,S25
1054,SiO2,113.5,Sputtering,Quartz,1.78,2.65,2.95,86.861562,70.16,Transparent Conductors,S2
1055,TiO2,80.7,Thermal Evaporation,Silicon Wafer,2.13,3.9,4.2,49.060964,86.36,Sensors,S19
1056,ITO,69.2,Spin Coating,Silicon Wafer,2.58,3.43,2.43,25.757897,73.02,Transparent Conductors,S2
1057,SnO2,66.9,Sputtering,Glass,1.6,1.69,4.55,61.699777,87.01,Solar Cells,S9
1058,ZnO,60.7,ALD,Glass,2.54,3.89,4.17,28.326632,75.51,Transparent Conductors,S14
1059,TiO2,98.7,CVD,Silicon Wafer,2.89,3.15,4.9,19.266652,86.54,Solar Cells,S17
1060,MoS2,159.3,Thermal Evaporation,PET,1.95,1.71,0.51,44.013189,79.97,Transparent Conductors,S13
1061,SiO2,90.2,Spin Coating,Quartz,2.49,2.78,4.94,57.114409,70.76,Sensors,S18
1062,SiO2,104.2,CVD,Silicon Wafer,1.7,1.05,2.16,88.872159,83.64,Optoelectronics,S24
1063,TiO2,43.6,Sputtering,PET,2.76,2.12,4.42,89.080603,70.2,Transparent Conductors,S9
1064,ZnO,106.9,ALD,Quartz,2.77,3.0,2.79,65.273008,72.02,Transparent Conductors,S19
1065,ZnO,114.2,Spin Coating,Quartz,2.34,3.44,4.64,80.22691,70.56,Optoelectronics,S12
1066,ITO,81.3,Sputtering,Quartz,2.04,2.37,2.45,88.612702,93.55,Sensors,S22
1067,SnO2,154.2,Sputtering,Glass,1.56,1.87,3.29,98.45553,73.92,Solar Cells,S19
1068,Graphene,49.5,Sputtering,Quartz,2.07,1.76,2.67,93.13954,90.78,Transparent Conductors,S24
1069,ITO,105.4,Sputtering,Silicon Wafer,2.18,2.76,1.31,27.266457,72.16,Solar Cells,S2
1070,SnO2,93.7,Thermal Evaporation,Quartz,2.52,2.76,2.72,17.612205,78.52,Optoelectronics,S7
1071,SnO2,51.8,Sputtering,Quartz,1.87,2.92,1.1,66.679237,75.63,Optoelectronics,S9
1072,MoS2,111.5,CVD,Quartz,1.86,3.77,2.26,49.607195,87.16,Sensors,S17
1073,ITO,95.9,Spin Coating,Glass,1.75,2.27,1.72,11.528535,74.48,Optoelectronics,S2
1074,Al2O3,101.8,Spin Coating,Silicon Wafer,2.52,2.05,3.77,43.463575,77.92,Transparent Conductors,S3
1075,SiO2,102.5,Thermal Evaporation,Quartz,1.76,3.78,1.1,83.854932,77.23,Sensors,S6
1076,SnO2,147.8,Thermal Evaporation,PET,2.3,2.18,3.51,79.950019,89.67,Sensors,S22
1077,Graphene,65.8,Thermal Evaporation,Silicon Wafer,1.92,2.85,4.29,45.599885,83.57,Sensors,S10
1078,TiO2,73.2,CVD,Glass,2.46,3.81,4.68,18.143847,86.53,Solar Cells,S14
1079,ZnO,117.0,ALD,Glass,2.5,3.97,1.43,59.341466,91.67,Sensors,S17
1080,MoS2,112.7,ALD,Glass,2.58,2.45,3.46,65.732067,75.93,Sensors,S4
1081,MoS2,100.5,ALD,Quartz,2.91,1.11,0.62,63.895975,80.65,Solar Cells,S5
1082,MoS2,115.8,Spin Coating,Glass,2.53,3.84,4.16,77.775984,90.69,Transparent Conductors,S10
1083,TiO2,110.5,Sputtering,Glass,1.9,3.48,4.96,65.320158,92.15,Solar Cells,S20
1084,SiO2,120.2,Sputtering,Silicon Wafer,1.75,3.66,3.51,26.276058,86.82,Optoelectronics,S13
1085,ITO,130.1,Sputtering,Quartz,1.9,3.32,4.44,38.766998,80.42,Sensors,S20
1086,Al2O3,55.9,ALD,Silicon Wafer,1.88,1.4,2.13,96.492065,92.65,Optoelectronics,S3
1087,ITO,63.5,Sputtering,Silicon Wafer,1.9,2.18,4.75,68.513391,91.39,Optoelectronics,S1
1088,ZnO,120.6,CVD,Silicon Wafer,2.29,2.35,4.39,82.812259,93.09,Optoelectronics,S13
1089,ZnO,63.4,ALD,PET,1.65,3.55,1.24,27.036411,72.67,Solar Cells,S20
1090,TiO2,91.3,Spin Coating,PET,1.75,1.72,4.45,51.437241,89.22,Sensors,S3
1091,Al2O3,113.2,CVD,Silicon Wafer,2.74,3.97,3.01,99.535939,84.74,Optoelectronics,S1
1092,ZnO,172.6,CVD,Silicon Wafer,2.93,1.58,0.8,78.488252,81.3,Optoelectronics,S4
1093,SnO2,135.2,Sputtering,Quartz,1.83,2.54,4.27,39.870875,75.49,Solar Cells,S22
1094,SiO2,137.7,Sputtering,PET,2.07,2.47,2.61,43.110857,78.84,Sensors,S12
1095,ZnO,105.7,Sputtering,Glass,1.57,2.36,3.61,33.161472,72.7,Solar Cells,S23
1096,ZnO,43.2,CVD,PET,1.99,2.32,2.91,45.158604,71.87,Transparent Conductors,S10
1097,ZnO,83.9,Thermal Evaporation,Glass,2.46,3.81,4.74,98.353233,83.06,Solar Cells,S21
1098,Graphene,81.5,CVD,Quartz,2.12,1.36,4.66,46.867942,90.54,Transparent Conductors,S18
1099,MoS2,92.9,Sputtering,Silicon Wafer,2.58,1.83,4.93,61.016184,87.61,Optoelectronics,S15
1100,SnO2,96.2,ALD,Quartz,2.28,1.61,4.43,7.767929,74.47,Transparent Conductors,S19
1101,SnO2,143.1,ALD,Quartz,2.15,3.08,2.34,4.344141,85.08,Optoelectronics,S11
1102,ZnO,100.5,Thermal Evaporation,Quartz,1.8,1.28,2.5,68.479498,82.37,Optoelectronics,S12
1103,SnO2,89.4,ALD,Quartz,2.41,2.26,2.86,73.851528,84.6,Solar Cells,S12
1104,ZnO,142.8,CVD,Silicon Wafer,1.75,1.14,0.69,26.81913,82.92,Solar Cells,S1
1105,TiO2,60.1,ALD,Silicon Wafer,2.43,1.4,4.28,77.159664,88.53,Sensors,S23
1106,SnO2,101.6,Spin Coating,Silicon Wafer,1.53,3.59,1.22,46.088294,91.68,Transparent Conductors,S13
1107,Al2O3,68.6,CVD,Quartz,2.47,1.03,3.89,29.774353,70.94,Solar Cells,S25
1108,SnO2,32.7,Sputtering,Glass,2.46,3.85,3.06,75.733849,93.25,Sensors,S17
1109,Al2O3,40.6,Thermal Evaporation,Quartz,1.52,1.03,0.69,68.648892,92.26,Sensors,S25
1110,SiO2,65.9,Thermal Evaporation,Silicon Wafer,2.69,3.92,3.99,45.841351,81.25,Solar Cells,S20
1111,MoS2,71.8,Sputtering,Silicon Wafer,1.75,1.94,3.17,17.117015,80.8,Transparent Conductors,S12
1112,SnO2,100.3,Thermal Evaporation,PET,2.51,3.23,1.28,91.971012,83.66,Optoelectronics,S20
1113,Al2O3,95.5,Spin Coating,Silicon Wafer,1.73,1.03,4.86,58.039908,81.05,Optoelectronics,S15
1114,TiO2,65.8,Sputtering,Quartz,2.96,2.91,4.3,42.047235,78.51,Sensors,S8
1115,Graphene,128.5,Sputtering,Silicon Wafer,1.6,1.29,1.26,23.407526,88.67,Optoelectronics,S8
1116,Al2O3,81.2,Thermal Evaporation,Glass,1.71,3.1,4.52,42.310434,82.23,Optoelectronics,S8
1117,ZnO,90.1,ALD,Glass,1.64,2.5,2.07,22.469574,86.33,Solar Cells,S5
1118,SiO2,143.7,Thermal Evaporation,Glass,2.85,1.18,2.48,70.584265,92.75,Sensors,S9
1119,ITO,135.6,Sputtering,PET,1.62,1.55,2.56,6.775304,90.02,Transparent Conductors,S18
1120,MoS2,94.6,Thermal Evaporation,PET,2.48,3.47,3.0,31.995346,71.54,Solar Cells,S21
1121,SnO2,89.7,Spin Coating,Silicon Wafer,2.95,2.2,3.02,50.590272,71.98,Optoelectronics,S1
1122,MoS2,69.0,Thermal Evaporation,Glass,1.64,1.85,4.17,63.928478,78.21,Solar Cells,S13
1123,Al2O3,84.2,Sputtering,Quartz,1.82,1.07,2.63,44.573004,83.64,Optoelectronics,S22
1124,MoS2,82.7,CVD,PET,2.03,3.41,1.51,99.478497,79.27,Transparent Conductors,S3
1125,SnO2,89.2,ALD,PET,1.97,2.65,3.84,58.951584,85.95,Transparent Conductors,S10
1126,SnO2,103.5,CVD,Quartz,2.91,3.64,4.41,55.333384,84.19,Transparent Conductors,S11
1127,SiO2,117.4,CVD,Quartz,1.85,2.22,2.19,79.866833,88.52,Sensors,S17
1128,ZnO,19.2,ALD,PET,2.85,1.62,1.06,26.596338,78.46,Optoelectronics,S23
1129,Al2O3,81.9,ALD,Silicon Wafer,2.35,1.09,4.26,60.588524,79.55,Transparent Conductors,S7
1130,ZnO,35.1,CVD,Silicon Wafer,2.7,3.72,1.41,21.751969,93.57,Sensors,S2
1131,Al2O3,125.7,CVD,PET,2.18,3.96,3.6,51.931131,87.23,Optoelectronics,S18
1132,Al2O3,135.7,Sputtering,PET,2.21,2.96,3.32,37.885206,78.0,Optoelectronics,S9
1133,TiO2,130.8,CVD,PET,1.65,1.68,4.81,2.777501,70.99,Solar Cells,S2
1134,MoS2,101.4,Thermal Evaporation,PET,1.55,3.48,2.8,92.728642,70.09,Optoelectronics,S7
1135,ITO,94.3,Thermal Evaporation,Silicon Wafer,2.63,2.58,2.59,40.271571,90.51,Sensors,S13
1136,Graphene,53.9,CVD,PET,2.06,1.76,2.43,70.291412,71.45,Solar Cells,S23
1137,MoS2,102.5,Spin Coating,Quartz,1.71,2.17,4.23,10.767908,86.28,Optoelectronics,S19
1138,MoS2,83.2,ALD,Quartz,1.6,2.81,4.84,28.271011,91.84,Transparent Conductors,S2
1139,ZnO,73.6,Sputtering,PET,1.76,3.91,0.53,92.288822,93.18,Solar Cells,S24
1140,TiO2,112.4,Spin Coating,Glass,2.87,2.88,0.6,92.132919,77.01,Solar Cells,S15
1141,MoS2,82.8,Spin Coating,PET,2.41,3.99,4.59,99.245285,89.32,Solar Cells,S23
1142,SiO2,122.6,Thermal Evaporation,Quartz,2.83,3.66,1.47,21.957381,85.28,Solar Cells,S13
1143,ITO,95.9,Sputtering,Silicon Wafer,2.9,2.6,1.07,91.739019,80.31,Sensors,S23
1144,ZnO,105.4,ALD,Glass,2.17,3.37,2.97,32.232883,70.8,Optoelectronics,S10
1145,Graphene,73.9,Sputtering,Silicon Wafer,1.72,2.6,2.17,22.298508,72.95,Solar Cells,S4
1146,ITO,54.4,ALD,Silicon Wafer,2.98,1.65,3.32,11.432297,80.23,Solar Cells,S9
1147,MoS2,109.3,ALD,PET,2.96,3.24,2.11,37.891453,93.36,Solar Cells,S7
1148,SnO2,95.7,Thermal Evaporation,PET,2.71,3.53,1.44,30.197614,91.96,Transparent Conductors,S3
1149,SnO2,55.0,ALD,Glass,2.64,1.69,2.14,16.192723,85.48,Solar Cells,S5
1150,Graphene,120.3,Thermal Evaporation,PET,1.85,1.98,4.07,57.401806,84.45,Solar Cells,S2
1151,TiO2,96.4,Spin Coating,Silicon Wafer,2.28,1.22,3.42,21.744958,89.06,Solar Cells,S2
1152,Graphene,147.6,Thermal Evaporation,Silicon Wafer,2.29,2.66,3.75,53.130879,79.09,Optoelectronics,S1
1153,Graphene,122.2,ALD,Glass,2.93,1.9,2.24,44.233674,81.29,Solar Cells,S20
1154,Graphene,59.3,CVD,PET,2.42,3.65,1.86,61.441119,76.13,Solar Cells,S20
1155,SnO2,105.1,CVD,PET,2.46,2.58,3.99,40.89895,72.17,Optoelectronics,S5
1156,ZnO,122.1,Thermal Evaporation,Silicon Wafer,2.55,3.38,4.12,20.208171,84.34,Transparent Conductors,S18
1157,ITO,67.5,CVD,Silicon Wafer,2.04,1.39,1.35,96.588415,71.99,Transparent Conductors,S21
1158,ITO,148.5,Sputtering,Silicon Wafer,1.65,2.69,1.37,51.917331,89.87,Solar Cells,S7
1159,TiO2,95.8,Sputtering,Silicon Wafer,1.96,2.97,2.77,72.689463,81.0,Optoelectronics,S7
1160,ITO,65.0,Sputtering,Quartz,1.75,2.9,1.33,65.766748,86.15,Sensors,S18
1161,Al2O3,74.1,Thermal Evaporation,Glass,1.51,1.65,2.74,60.833486,72.6,Transparent Conductors,S23
1162,MoS2,71.4,Thermal Evaporation,Quartz,2.64,1.32,1.41,68.497658,94.16,Transparent Conductors,S17
1163,TiO2,139.0,ALD,PET,2.75,2.67,2.17,46.97074,92.26,Transparent Conductors,S14
1164,Al2O3,98.4,Thermal Evaporation,PET,2.27,3.86,1.96,30.744079,76.67,Solar Cells,S24
1165,ZnO,134.3,Sputtering,Quartz,2.04,1.88,1.96,31.959934,75.6,Optoelectronics,S19
1166,ITO,66.4,Sputtering,Glass,2.74,3.48,3.92,60.652355,71.03,Transparent Conductors,S17
1167,SiO2,45.3,CVD,PET,2.65,3.23,4.37,49.873438,80.32,Solar Cells,S2
1168,Graphene,158.1,Spin Coating,PET,2.82,1.47,0.82,87.458676,71.84,Sensors,S25
1169,ZnO,130.0,Thermal Evaporation,PET,2.11,1.13,2.92,46.178494,89.07,Optoelectronics,S15
1170,MoS2,106.5,ALD,Quartz,2.67,2.12,2.95,71.28869,83.26,Solar Cells,S19
1171,MoS2,111.9,ALD,Quartz,1.56,3.72,3.54,7.390249,83.88,Optoelectronics,S1
1172,TiO2,132.3,ALD,Silicon Wafer,1.65,3.56,3.1,19.101766,91.73,Solar Cells,S14
1173,TiO2,136.9,Thermal Evaporation,PET,2.89,3.16,4.3,84.908886,81.76,Optoelectronics,S14
1174,Al2O3,96.6,CVD,Glass,2.73,1.77,0.55,48.688096,83.95,Solar Cells,S14
1175,Al2O3,121.0,Sputtering,PET,1.77,1.47,2.56,99.358466,89.15,Transparent Conductors,S2
1176,SnO2,116.7,Sputtering,PET,1.9,3.07,0.8,24.153574,89.11,Solar Cells,S12
1177,ITO,127.3,Thermal Evaporation,Silicon Wafer,2.49,2.75,2.38,59.14428,78.4,Transparent Conductors,S10
1178,Al2O3,104.5,CVD,Quartz,2.28,3.2,3.84,46.079477,88.85,Sensors,S16
1179,ZnO,162.0,CVD,Silicon Wafer,2.93,3.31,4.27,94.559263,73.18,Optoelectronics,S22
1180,TiO2,59.2,Thermal Evaporation,Silicon Wafer,2.0,2.91,1.5,29.585074,87.28,Sensors,S15
1181,ITO,78.8,ALD,Quartz,2.13,2.71,2.65,8.218216,84.41,Transparent Conductors,S8
1182,ZnO,99.3,Thermal Evaporation,Silicon Wafer,1.68,1.06,3.23,66.143733,76.54,Solar Cells,S8
1183,SiO2,105.6,Spin Coating,PET,1.95,3.08,1.18,45.468104,72.39,Transparent Conductors,S23
1184,Al2O3,112.9,Spin Coating,PET,2.68,2.85,4.3,10.223795,72.55,Sensors,S7
1185,SnO2,92.3,CVD,Quartz,2.17,2.43,3.66,47.047779,79.09,Optoelectronics,S16
1186,MoS2,127.6,CVD,Glass,2.39,3.88,3.59,52.317494,88.93,Transparent Conductors,S5
1187,ITO,71.5,ALD,PET,2.39,2.3,4.9,16.770125,87.51,Solar Cells,S9
1188,TiO2,90.4,Thermal Evaporation,Silicon Wafer,1.8,2.35,0.98,3.56122,86.3,Solar Cells,S21
1189,TiO2,96.6,Sputtering,Glass,2.9,1.09,4.72,22.418284,73.27,Optoelectronics,S24
1190,Al2O3,132.0,Sputtering,Quartz,2.11,1.56,2.5,51.193139,84.82,Solar Cells,S5
1191,SnO2,59.4,CVD,Quartz,2.23,1.16,0.94,59.815895,79.45,Solar Cells,S2
1192,ZnO,169.2,Sputtering,Glass,1.85,2.17,3.55,21.217799,82.6,Solar Cells,S22
1193,SnO2,83.8,ALD,Quartz,2.26,3.63,1.69,29.199233,72.13,Sensors,S10
1194,Al2O3,134.6,Spin Coating,Quartz,2.47,1.13,4.1,5.677248,77.43,Optoelectronics,S4
1195,SnO2,78.7,CVD,Quartz,2.28,2.05,2.74,31.894977,91.8,Transparent Conductors,S6
1196,MoS2,135.3,CVD,PET,2.8,3.95,2.84,46.879401,75.24,Transparent Conductors,S22
1197,ZnO,126.8,Spin Coating,Silicon Wafer,2.81,3.7,4.69,15.529983,84.93,Optoelectronics,S13
1198,ZnO,111.0,Thermal Evaporation,Glass,1.94,2.72,4.36,65.748194,92.0,Transparent Conductors,S5
1199,SiO2,87.6,ALD,Quartz,2.44,1.47,4.69,2.277469,84.48,Optoelectronics,S25
1200,TiO2,51.9,Spin Coating,Glass,1.69,1.05,3.0,41.904889,71.7,Solar Cells,S21
1201,ITO,95.0,ALD,Glass,2.51,2.5,1.49,12.965152,76.68,Solar Cells,S2
1202,TiO2,50.0,Thermal Evaporation,Silicon Wafer,2.98,1.9,0.51,61.829374,87.29,Optoelectronics,S20
1203,SnO2,84.6,ALD,Silicon Wafer,2.45,1.74,1.76,69.719755,74.88,Optoelectronics,S8
1204,ITO,98.1,Spin Coating,Quartz,2.92,3.72,1.07,17.513965,92.07,Optoelectronics,S23
1205,SiO2,96.6,Thermal Evaporation,Glass,1.99,2.67,4.57,14.14629,74.51,Solar Cells,S25
1206,MoS2,137.9,Sputtering,PET,1.7,3.34,0.71,11.84426,93.19,Solar Cells,S2
1207,Al2O3,143.5,Sputtering,Quartz,2.92,1.81,2.78,52.002296,77.15,Solar Cells,S6
1208,TiO2,109.8,CVD,Glass,2.33,2.37,4.76,52.794268,82.05,Optoelectronics,S15
1209,Al2O3,88.3,Thermal Evaporation,Glass,1.81,2.69,4.11,20.247438,92.72,Optoelectronics,S18
1210,SnO2,83.8,CVD,Silicon Wafer,1.93,1.19,2.71,94.429431,89.96,Sensors,S15
1211,SiO2,135.3,Sputtering,Quartz,1.77,1.72,1.06,99.254645,90.84,Transparent Conductors,S10
1212,TiO2,102.0,CVD,PET,2.68,1.98,2.35,15.910036,86.99,Transparent Conductors,S2
1213,SiO2,94.1,Spin Coating,PET,2.88,2.65,4.72,58.440934,80.22,Optoelectronics,S18
1214,MoS2,75.6,Thermal Evaporation,Glass,2.87,1.7,3.98,49.205366,73.57,Optoelectronics,S15
1215,MoS2,78.8,CVD,Glass,1.89,1.47,1.41,25.235581,78.73,Sensors,S7
1216,TiO2,121.1,ALD,Glass,2.82,3.61,2.0,51.887817,86.68,Optoelectronics,S7
1217,MoS2,109.3,Thermal Evaporation,Glass,2.43,1.99,1.89,26.714984,84.76,Transparent Conductors,S19
1218,TiO2,93.6,Thermal Evaporation,PET,2.36,2.42,4.09,65.283393,84.93,Sensors,S21
1219,ITO,122.1,Spin Coating,Silicon Wafer,1.88,2.76,1.28,55.517891,84.41,Optoelectronics,S24
1220,SnO2,87.5,Thermal Evaporation,Glass,1.68,2.85,3.03,57.899365,83.83,Sensors,S23
1221,Graphene,73.7,Thermal Evaporation,PET,1.9,3.12,1.3,14.753424,91.45,Sensors,S19
1222,ZnO,117.9,Spin Coating,Silicon Wafer,2.28,3.01,2.99,75.748434,91.4,Optoelectronics,S9
1223,ITO,114.2,Spin Coating,Quartz,2.65,1.91,3.3,23.550619,94.25,Sensors,S3
1224,ITO,113.2,Sputtering,Quartz,2.54,2.44,1.93,82.46884,73.08,Transparent Conductors,S15
1225,Graphene,93.8,Thermal Evaporation,Quartz,1.97,1.23,2.86,91.017118,77.19,Optoelectronics,S3
1226,Al2O3,106.6,Sputtering,PET,2.2,3.54,1.43,61.371876,79.78,Optoelectronics,S4
1227,Al2O3,104.6,Thermal Evaporation,PET,2.66,2.65,2.71,20.096792,74.48,Optoelectronics,S20
1228,SnO2,145.6,CVD,PET,1.9,2.79,3.94,58.260493,73.84,Sensors,S19
1229,SiO2,118.1,CVD,Silicon Wafer,1.62,3.05,4.89,25.852671,90.05,Optoelectronics,S7
1230,Graphene,119.9,CVD,Glass,1.86,3.37,3.12,45.045537,85.87,Optoelectronics,S21
1231,ITO,96.2,Thermal Evaporation,Glass,1.76,2.86,1.87,81.770175,81.75,Solar Cells,S14
1232,TiO2,90.6,CVD,Glass,2.9,3.83,4.87,3.296684,79.56,Sensors,S22
1233,ZnO,94.3,Thermal Evaporation,Silicon Wafer,2.54,3.28,1.02,39.428708,87.2,Solar Cells,S11
1234,MoS2,106.7,Thermal Evaporation,Silicon Wafer,2.33,3.67,0.82,52.005644,89.41,Sensors,S19
1235,Graphene,109.0,Spin Coating,Quartz,2.5,3.04,0.54,90.971423,92.22,Sensors,S5
1236,ITO,113.9,CVD,Silicon Wafer,1.95,3.77,3.45,20.217819,70.13,Optoelectronics,S2
1237,Al2O3,133.6,Thermal Evaporation,Quartz,2.22,1.69,2.99,63.267153,84.66,Solar Cells,S19
1238,SnO2,75.0,ALD,Glass,2.72,3.37,3.2,3.653382,83.09,Solar Cells,S18
1239,SiO2,71.8,Spin Coating,Silicon Wafer,2.14,2.89,1.36,65.84341,80.02,Solar Cells,S16
1240,ZnO,88.2,Sputtering,PET,1.78,1.28,3.97,13.993346,78.25,Transparent Conductors,S17
1241,Al2O3,106.7,Sputtering,Silicon Wafer,1.6,1.99,0.84,82.954573,73.79,Optoelectronics,S3
1242,Graphene,115.7,Thermal Evaporation,Glass,2.48,1.01,3.15,59.079044,93.88,Transparent Conductors,S7
1243,Al2O3,126.8,CVD,Quartz,2.12,1.81,3.71,18.185211,75.66,Transparent Conductors,S13
1244,SiO2,96.8,ALD,PET,2.68,1.13,2.78,60.985218,79.98,Optoelectronics,S21
1245,Graphene,124.4,CVD,PET,2.53,3.84,3.03,46.895409,77.3,Optoelectronics,S13
1246,ZnO,135.0,CVD,Quartz,2.09,2.27,4.9,38.709732,85.17,Sensors,S22
1247,TiO2,109.9,Thermal Evaporation,Silicon Wafer,2.16,1.28,0.98,68.369209,84.19,Optoelectronics,S24
1248,SiO2,137.0,Thermal Evaporation,PET,2.69,3.95,2.97,0.00919,94.34,Solar Cells,S12
1249,Graphene,132.9,Thermal Evaporation,Glass,2.03,3.43,1.77,34.063373,73.21,Transparent Conductors,S18
1250,Graphene,56.3,Spin Coating,Silicon Wafer,2.25,2.23,3.74,81.578489,93.71,Sensors,S3
1251,Al2O3,28.8,Sputtering,Silicon Wafer,2.42,2.3,1.14,70.903114,84.02,Optoelectronics,S15
1252,Al2O3,91.6,Thermal Evaporation,PET,1.86,1.65,4.7,62.564417,71.21,Transparent Conductors,S22
1253,Graphene,50.6,Sputtering,PET,2.4,3.76,3.01,21.84809,84.0,Solar Cells,S8
1254,Al2O3,97.2,Sputtering,PET,2.65,3.56,1.98,57.219233,82.53,Sensors,S3
1255,TiO2,86.9,ALD,Silicon Wafer,2.34,3.25,3.85,54.501338,84.97,Sensors,S11
1256,ZnO,117.0,Thermal Evaporation,Glass,2.43,3.17,3.27,58.607369,83.5,Solar Cells,S13
1257,SnO2,124.9,Sputtering,PET,2.69,2.13,4.2,87.93238,77.94,Optoelectronics,S19
1258,Al2O3,133.1,Thermal Evaporation,PET,1.58,3.52,4.96,56.447397,76.13,Sensors,S17
1259,SnO2,82.4,CVD,Glass,1.9,2.43,3.58,47.987086,94.83,Solar Cells,S6
1260,SiO2,123.6,Thermal Evaporation,Glass,2.81,3.29,4.48,46.580804,85.78,Solar Cells,S6
1261,TiO2,76.9,CVD,Glass,2.3,1.02,4.68,7.610368,72.57,Transparent Conductors,S12
1262,SnO2,112.0,ALD,Silicon Wafer,2.19,2.84,3.34,85.543937,83.71,Solar Cells,S16
1263,TiO2,66.1,Spin Coating,Quartz,1.91,2.45,3.14,11.896557,88.18,Transparent Conductors,S5
1264,Al2O3,97.9,Spin Coating,PET,2.05,1.89,1.54,9.541438,89.42,Sensors,S17
1265,TiO2,115.0,Sputtering,Glass,2.85,3.06,4.16,55.809015,72.85,Optoelectronics,S21
1266,TiO2,91.3,CVD,Glass,1.89,2.95,4.4,71.331223,94.87,Optoelectronics,S16
1267,SiO2,107.8,Spin Coating,Glass,1.75,1.91,0.99,95.072683,80.27,Optoelectronics,S17
1268,SnO2,127.3,Thermal Evaporation,Silicon Wafer,1.99,1.45,1.61,85.931143,75.18,Solar Cells,S19
1269,ZnO,131.1,Thermal Evaporation,PET,2.17,1.47,2.77,27.827626,76.59,Solar Cells,S8
1270,ITO,85.3,Spin Coating,PET,2.61,1.08,1.94,54.198648,78.52,Solar Cells,S24
1271,MoS2,93.2,Spin Coating,Glass,2.54,1.78,0.76,66.195141,94.27,Transparent Conductors,S6
1272,TiO2,104.6,Spin Coating,PET,2.29,3.29,1.69,28.330155,73.7,Solar Cells,S14
1273,MoS2,71.3,Spin Coating,Silicon Wafer,2.6,2.47,0.78,76.83378,71.67,Optoelectronics,S22
1274,Graphene,124.3,Thermal Evaporation,Quartz,1.53,2.08,3.64,10.913063,80.59,Sensors,S25
1275,SiO2,71.4,CVD,Glass,1.66,2.8,3.05,80.651439,82.48,Transparent Conductors,S7
1276,ZnO,95.8,Thermal Evaporation,PET,2.31,1.88,4.73,1.32249,92.42,Solar Cells,S23
1277,ITO,91.4,CVD,PET,2.06,1.2,1.06,43.995018,76.78,Sensors,S4
1278,Graphene,103.0,ALD,PET,2.62,1.72,1.36,98.442814,77.05,Transparent Conductors,S16
1279,Graphene,148.5,Spin Coating,Quartz,2.55,1.42,2.77,26.455663,70.46,Optoelectronics,S21
1280,SnO2,73.0,CVD,Quartz,2.37,3.33,2.85,41.542061,89.77,Sensors,S19
1281,Graphene,110.2,Spin Coating,Quartz,2.94,1.17,1.24,33.835077,82.48,Sensors,S24
1282,ZnO,101.0,Spin Coating,PET,2.45,2.85,2.64,74.834459,76.5,Optoelectronics,S24
1283,MoS2,75.8,CVD,Glass,1.81,3.76,2.62,83.142918,90.78,Solar Cells,S21
1284,Al2O3,123.1,Sputtering,PET,2.57,2.51,1.46,78.923632,73.09,Optoelectronics,S23
1285,Graphene,127.2,Spin Coating,Silicon Wafer,2.9,2.42,1.94,23.00658,92.33,Sensors,S6
1286,SnO2,88.4,Spin Coating,Quartz,2.65,3.58,4.92,2.982424,74.56,Transparent Conductors,S22
1287,ITO,74.1,Thermal Evaporation,Silicon Wafer,1.77,2.67,2.27,31.90813,82.65,Transparent Conductors,S14
1288,SnO2,99.5,Sputtering,Quartz,1.86,1.78,1.2,18.130741,72.26,Solar Cells,S20
1289,SiO2,100.3,CVD,Quartz,1.64,1.85,0.65,99.038674,79.28,Sensors,S10
1290,SnO2,121.5,Sputtering,Glass,2.89,2.43,3.22,46.205682,94.89,Sensors,S8
1291,Al2O3,113.5,Sputtering,Quartz,3.0,3.98,0.8,69.852646,93.43,Solar Cells,S9
